word,happiness_average,happiness_rank,happiness_standard_deviation
throwin,4.84,7894,1.5988
zeg,4.84,7895,1.0675
geen,4.83,7896,1.4923
louder,4.83,7897,1.5483
tutto,4.83,7898,1.0785
tout,4.83,7899,1.1096
temptation,4.83,7900,1.9115
#omgfacts,4.82,7901,1.6866
@stephenfry,4.82,7902,1.4241
@tweetmeme,4.82,7903,1.746
acho,4.82,7904,0.7197
addenda,4.82,7905,1.2403
administration's,4.82,7906,1.5077
altered,4.82,7907,1.3506
ang,4.82,7908,0.8734
att,4.82,7909,1.1008
ayer,4.82,7910,1.1192
b/c,4.82,7911,1.32
b2,4.82,7912,1.1008
beard,4.82,7913,1.2887
cane,4.82,7914,1.7922
cases,4.82,7915,0.919
causing,4.82,7916,1.1899
che,4.82,7917,1.0821
col,4.82,7918,0.9833
cum,4.82,7919,2.0572
de,4.82,7920,0.8497
deh,4.82,7921,0.9409
demi,4.82,7922,0.8734
doch,4.82,7923,0.8003
duties,4.82,7924,1.6866
eso,4.82,7925,1.0821
examination,4.82,7926,1.5211
exposure,4.82,7927,1.5211
finna,4.82,7928,1.0821
flipped,4.82,7929,1.3354
gm,4.82,7930,1.0821
hes,4.82,7931,1.1192
hid,4.82,7932,1.1192
hoje,4.82,7933,1.0039
hood,4.82,7934,1.2887
impact,4.82,7935,1.32
israeli,4.82,7936,1.746
lagi,4.82,7937,0.919
ll,4.82,7938,0.7475
mideast,4.82,7939,1.5609
municipal,4.82,7940,0.9833
must,4.82,7941,1.4384
n,4.82,7942,1.0821
ne,4.82,7943,0.5602
ng,4.82,7944,1.207
ot,4.82,7945,1.1008
over,4.82,7946,1.4803
pst,4.82,7947,1.4097
quando,4.82,7948,0.9624
ralph,4.82,7949,1.4384
repeated,4.82,7950,1.1726
rushing,4.82,7951,1.4665
sellin,4.82,7952,1.4525
sich,4.82,7953,0.9409
smell,4.82,7954,1.5477
ticking,4.82,7955,1.5868
tt,4.82,7956,1.207
udah,4.82,7957,0.6908
vegan,4.82,7958,1.7106
wah,4.82,7959,1.8035
warum,4.82,7960,1.3354
witness,4.82,7961,1.3656
wut,4.82,7962,1.1373
assumptions,4.82,7963,1.7192
dawg,4.82,7964,1.603
dro,4.82,7965,1.2857
gaan,4.82,7966,1.4815
nerve,4.82,7967,1.4815
scheme,4.82,7968,1.6668
sus,4.82,7969,0.9932
vas,4.82,7970,1.1845
vein,4.82,7971,1.5367
werden,4.82,7972,1.3177
otro,4.81,7973,0.891
toda,4.81,7974,1.299
detection,4.81,7975,1.2792
@jonathanrknight,4.8,7976,1.2778
advisory,4.8,7977,1.1952
ak,4.8,7978,0.9689
ao,4.8,7979,0.8571
apa,4.8,7980,0.7825
asap,4.8,7981,1.5386
bankers,4.8,7982,1.8626
bij,4.8,7983,0.8806
bosnia,4.8,7984,1.7023
c1,4.8,7985,0.833
cock,4.8,7986,2.0
det,4.8,7987,0.8806
dey,4.8,7988,0.7559
didn,4.8,7989,1.2454
eds,4.8,7990,1.1066
el,4.8,7991,1.1249
es,4.8,7992,0.7825
eu,4.8,7993,1.069
fa,4.8,7994,0.8571
giuliani,4.8,7995,1.7957
h,4.8,7996,0.8806
it'd,4.8,7997,1.069
johns,4.8,7998,1.3851
judy,4.8,7999,1.069
kan,4.8,8000,1.1429
lautner,4.8,8001,1.2617
lejos,4.8,8002,1.1249
ltd,4.8,8003,1.1066
lugar,4.8,8004,1.3248
meetings,4.8,8005,1.5386
mein,4.8,8006,1.4142
mental,4.8,8007,1.8183
naar,4.8,8008,0.8081
nai,4.8,8009,1.3851
nd,4.8,8010,0.9476
nerd,4.8,8011,1.8736
nom,4.8,8012,1.3702
olvidar,4.8,8013,1.178
one-time,4.8,8014,1.2122
orthodox,4.8,8015,1.3553
pataki,4.8,8016,1.2289
pe,4.8,8017,0.7559
proceedings,4.8,8018,1.3553
pussy,4.8,8019,2.665
rehabilitation,4.8,8020,1.8626
rep,4.8,8021,1.5253
sachs,4.8,8022,1.3851
slightly,4.8,8023,0.8571
superintendent,4.8,8024,1.3093
sur,4.8,8025,1.178
versus,4.8,8026,1.2289
wats,4.8,8027,0.8571
wen,4.8,8028,1.0498
what,4.8,8029,0.7559
what's,4.8,8030,0.8571
whos,4.8,8031,0.6701
widespread,4.8,8032,1.1429
yrs,4.8,8033,1.1249
zonder,4.8,8034,1.2936
petition,4.8,8035,1.5778
gimmie,4.8,8036,1.5809
jamais,4.8,8037,1.4858
laat,4.8,8038,1.1177
manos,4.8,8039,1.2744
niets,4.8,8040,1.3537
passive,4.8,8041,1.7675
tous,4.8,8042,1.1722
mase,4.79,8043,1.1478
wij,4.79,8044,0.9444
#p2,4.78,8045,0.6788
1/2-bath,4.78,8046,1.1657
aja,4.78,8047,0.9538
asi,4.78,8048,1.0554
at;t,4.78,8049,1.0746
b1,4.78,8050,0.975
bc,4.78,8051,0.8154
belly,4.78,8052,1.4609
blizzard,4.78,8053,2.0926
ce,4.78,8054,0.8873
conditions,4.78,8055,1.4748
confess,4.78,8056,1.5687
dann,4.78,8057,1.1657
des,4.78,8058,1.2982
dha,4.78,8059,1.1657
difference,4.78,8060,1.183
em,4.78,8061,1.148
ep,4.78,8062,1.2002
essa,4.78,8063,0.8873
exit,4.78,8064,1.5687
fate,4.78,8065,1.2664
fo,4.78,8066,1.1657
funk,4.78,8067,1.6199
gat,4.78,8068,1.4609
gimme,4.78,8069,1.2824
gli,4.78,8070,0.975
israel,4.78,8071,1.7296
je,4.78,8072,1.0554
juss,4.78,8073,0.6788
kein,4.78,8074,0.9957
llorar,4.78,8075,1.4327
meds,4.78,8076,1.3746
military,4.78,8077,1.753
mud,4.78,8078,1.7761
nasdaq,4.78,8079,1.5022
nos,4.78,8080,0.9322
nur,4.78,8081,1.0359
ohh,4.78,8082,1.3445
pena,4.78,8083,1.3138
r,4.78,8084,1.0554
reserved,4.78,8085,1.4039
reversed,4.78,8086,1.4327
sigo,4.78,8087,0.9322
sooo,4.78,8088,1.5022
stakes,4.78,8089,0.9538
suddenly,4.78,8090,1.3138
though,4.78,8091,1.0359
throwing,4.78,8092,1.2337
tht,4.78,8093,0.8154
ver,4.78,8094,0.9538
wallace,4.78,8095,1.3445
wel,4.78,8096,0.6158
wieder,4.78,8097,0.975
witnesses,4.78,8098,1.4609
wud,4.78,8099,1.2501
tijd,4.78,8100,1.4757
unseen,4.78,8101,1.2122
@aplusk,4.76,8102,1.1168
@ddlovato,4.76,8103,1.1877
ahl,4.76,8104,1.0412
aside,4.76,8105,0.9161
bak,4.76,8106,0.8935
board,4.76,8107,1.5194
buat,4.76,8108,0.8935
chilling,4.76,8109,2.1812
cnt,4.76,8110,0.7709
coz,4.76,8111,1.0412
dat,4.76,8112,1.2048
departure,4.76,8113,1.5194
dolor,4.76,8114,1.9226
economics,4.76,8115,1.4223
else,4.76,8116,0.8935
ese,4.76,8117,1.0606
essay,4.76,8118,1.6606
gas,4.76,8119,1.6483
gd,4.76,8120,0.8221
governors,4.76,8121,1.546
kobe,4.76,8122,1.7907
lately,4.76,8123,1.6107
les,4.76,8124,1.2048
management,4.76,8125,1.4365
min,4.76,8126,0.744
officials,4.76,8127,1.3637
ought,4.76,8128,1.2545
oughta,4.76,8129,1.2867
pieces,4.76,8130,1.2707
pig,4.76,8131,2.105
por,4.76,8132,1.0214
pulled,4.76,8133,1.1528
quand,4.76,8134,1.2867
re-election,4.76,8135,1.6971
repair,4.76,8136,1.8245
report,4.76,8137,1.3334
sa,4.76,8138,0.9161
sans,4.76,8139,1.2048
sho,4.76,8140,1.1528
sinai,4.76,8141,1.1528
somewhat,4.76,8142,1.3334
spent,4.76,8143,1.546
ta,4.76,8144,1.1704
targets,4.76,8145,1.4786
telerate,4.76,8146,1.2382
tem,4.76,8147,0.9161
th,4.76,8148,0.9161
tha,4.76,8149,1.0412
took,4.76,8150,1.0214
trippin,4.76,8151,1.802
tuh,4.76,8152,1.1877
tupac,4.76,8153,1.7792
weer,4.76,8154,0.9161
weiss,4.76,8155,1.4078
wenn,4.76,8156,1.0012
whats,4.76,8157,0.9806
wore,4.76,8158,1.3637
would've,4.76,8159,1.0012
woulda,4.76,8160,1.2382
xd,4.76,8161,1.135
af,4.76,8162,1.182
coulda,4.76,8163,1.3774
drift,4.76,8164,1.4795
goed,4.76,8165,1.011
ihr,4.76,8166,1.0514
niente,4.76,8167,1.5617
tek,4.76,8168,1.4073
sword,4.75,8169,1.8552
&c,4.74,8170,1.0314
'em,4.74,8171,0.9858
@adamlambert,4.74,8172,2.0385
admit,4.74,8173,1.2747
alley,4.74,8174,1.192
authority,4.74,8175,1.5884
b-includes,4.74,8176,1.1747
colo,4.74,8177,1.3524
corner,4.74,8178,1.3524
dag,4.74,8179,1.3219
dah,4.74,8180,1.2423
dealers,4.74,8181,1.4957
depending,4.74,8182,1.5493
dow,4.74,8183,1.1747
faz,4.74,8184,0.6642
fml,4.74,8185,1.2747
gona,4.74,8186,1.0844
had,4.74,8187,0.8762
heavily,4.74,8188,1.1214
hook,4.74,8189,1.1395
imma,4.74,8190,1.1214
judgment,4.74,8191,1.8385
licht,4.74,8192,1.2747
load,4.74,8193,1.0654
long,4.74,8194,1.6637
mines,4.74,8195,1.5493
minha,4.74,8196,0.9858
muito,4.74,8197,0.9216
myspace,4.74,8198,1.8049
older,4.74,8199,1.7821
operate,4.74,8200,1.7001
otherwise,4.74,8201,0.8283
policy,4.74,8202,1.4401
pull,4.74,8203,1.1747
quem,4.74,8204,1.2747
res,4.74,8205,1.0844
resist,4.74,8206,1.6011
saber,4.74,8207,1.6759
smaller,4.74,8208,1.482
smh,4.74,8209,0.7508
than,4.74,8210,1.0461
trials,4.74,8211,1.7239
yu,4.74,8212,1.4682
zijn,4.74,8213,0.6328
ci,4.73,8214,1.1863
cling,4.73,8215,1.4688
niemand,4.73,8216,1.1863
possessed,4.73,8217,1.9124
refrain,4.73,8218,1.6555
thangs,4.73,8219,1.5381
weg,4.73,8220,1.2209
bwoy,4.73,8221,1.5401
#tcot,4.72,8222,0.9697
'i,4.72,8223,1.1959
43d,4.72,8224,1.1613
@johncmayer,4.72,8225,1.4003
a3,4.72,8226,1.1256
alien,4.72,8227,1.6293
assume,4.72,8228,1.1787
bent,4.72,8229,1.5654
bestie,4.72,8230,1.5524
citing,4.72,8231,1.4434
claims,4.72,8232,1.4434
condition,4.72,8233,1.3407
ct,4.72,8234,1.2784
d,4.72,8235,0.9044
dealer,4.72,8236,1.7961
depends,4.72,8237,0.8816
e,4.72,8238,0.9044
estas,4.72,8239,1.0309
fits,4.72,8240,1.7847
government's,4.72,8241,1.7266
guessing,4.72,8242,1.6293
huh,4.72,8243,1.3856
loca,4.72,8244,1.5391
medical,4.72,8245,1.6041
meh,4.72,8246,1.1256
melhor,4.72,8247,1.3559
offset,4.72,8248,1.1959
period,4.72,8249,1.4291
pulmonary,4.72,8250,1.3856
redman,4.72,8251,1.4988
repeatedly,4.72,8252,0.9485
ses,4.72,8253,1.1959
sum1,4.72,8254,1.5391
surrounded,4.72,8255,1.5524
tho,4.72,8256,1.2461
umm,4.72,8257,1.4988
underneath,4.72,8258,1.2296
vai,4.72,8259,0.8091
wake,4.72,8260,1.6542
wird,4.72,8261,1.1073
wk,4.72,8262,0.9267
wo,4.72,8263,1.2784
doesn,4.71,8264,1.2247
ei,4.71,8265,0.8898
induced,4.71,8266,1.6457
interference,4.71,8267,1.7321
komm,4.71,8268,1.118
obligations,4.71,8269,1.6073
perder,4.71,8270,1.2583
pues,4.71,8271,1.5811
tus,4.71,8272,1.3693
voel,4.71,8273,1.1291
boundaries,4.7,8274,1.5592
affairs,4.7,8275,1.594
almost,4.7,8276,1.0351
boi,4.7,8277,1.165
c,4.7,8278,0.8391
chasing,4.7,8279,1.374
corporate,4.7,8280,1.5286
corps,4.7,8281,1.4463
cos,4.7,8282,0.7626
crossed,4.7,8283,1.374
duty,4.7,8284,1.2657
except,4.7,8285,1.4033
excessive,4.7,8286,1.7642
geef,4.7,8287,1.2164
gue,4.7,8288,0.9949
hella,4.7,8289,1.5551
hound,4.7,8290,1.5811
however,4.7,8291,0.9742
inc,4.7,8292,1.233
isso,4.7,8293,1.0738
kno,4.7,8294,0.8631
lawmakers,4.7,8295,1.4604
legislative,4.7,8296,1.5419
legislature,4.7,8297,1.5286
loc,4.7,8298,1.1112
los,4.7,8299,1.1824
mau,4.7,8300,0.9313
maybe,4.7,8301,1.1112
mere,4.7,8302,1.3132
nail,4.7,8303,1.4321
neva,4.7,8304,0.9949
nichts,4.7,8305,1.1824
nuh,4.7,8306,1.3887
nya,4.7,8307,0.7354
payment,4.7,8308,2.0025
pullin,4.7,8309,1.4178
rocky,4.7,8310,1.7291
sd,4.7,8311,1.3132
senate,4.7,8312,1.4178
ser,4.7,8313,1.0926
serbian,4.7,8314,1.3286
seriously,4.7,8315,1.5551
slight,4.7,8316,1.0546
striking,4.7,8317,1.8763
tweeps,4.7,8318,1.6568
wrk,4.7,8319,1.5419
wth,4.7,8320,1.0546
yet,4.7,8321,0.789
frontin,4.69,8322,1.5573
iets,4.69,8323,1.1218
sind,4.69,8324,1.2617
weh,4.69,8325,1.2111
shakes,4.69,8326,1.8237
uns,4.69,8327,1.1878
zou,4.69,8328,1.4754
pasar,4.68,8329,1.0856
ab,4.68,8330,1.3619
ba,4.68,8331,1.2848
bodies,4.68,8332,1.6218
borrowed,4.68,8333,1.4348
clinical,4.68,8334,1.3768
cross,4.68,8335,1.7076
curb,4.68,8336,1.2848
cuz,4.68,8337,1.7195
deputy,4.68,8338,1.3468
doen,4.68,8339,0.9781
dun,4.68,8340,1.3915
einen,4.68,8341,1.1147
gibt,4.68,8342,1.2362
har,4.68,8343,1.3768
how,4.68,8344,1.019
inevitable,4.68,8345,1.3619
institutions,4.68,8346,1.6835
islam,4.68,8347,2.325
knives,4.68,8348,2.0941
kono,4.68,8349,1.1507
nem,4.68,8350,1.0962
oldest,4.68,8351,1.6468
op,4.68,8352,0.7407
overcast,4.68,8353,1.6591
patient's,4.68,8354,1.5836
pq,4.68,8355,1.1683
qtr,4.68,8356,1.1683
rapper,4.68,8357,1.9737
requires,4.68,8358,1.019
ruling,4.68,8359,1.449
shady,4.68,8360,1.7076
sodium,4.68,8361,1.5043
spots,4.68,8362,1.4061
threw,4.68,8363,1.0583
uu,4.68,8364,1.2196
wereld,4.68,8365,1.1507
wht,4.68,8366,1.3005
wir,4.68,8367,1.3161
bg,4.67,8368,0.9217
bump,4.67,8369,1.4199
dein,4.67,8370,1.1436
dependence,4.67,8371,1.962
flesh,4.67,8372,1.5598
hustle,4.67,8373,1.688
immer,4.67,8374,1.0486
nooit,4.67,8375,1.4774
dicen,4.67,8376,1.1361
tumble,4.67,8377,1.7023
13th,4.66,8378,1.6856
agora,4.66,8379,1.6113
borrow,4.66,8380,1.5729
drip,4.66,8381,1.394
forms,4.66,8382,1.3342
freakin,4.66,8383,1.8584
ga,4.66,8384,0.8715
hole,4.66,8385,0.9607
if,4.66,8386,0.8947
inquiry,4.66,8387,1.3793
islamic,4.66,8388,1.5201
iz,4.66,8389,1.1886
minor,4.66,8390,1.2554
nach,4.66,8391,1.2875
nuttin,4.66,8392,1.3793
odd,4.66,8393,1.6489
pile,4.66,8394,0.8947
punk,4.66,8395,1.5201
quisiera,4.66,8396,1.4086
ruff,4.66,8397,1.6239
seu,4.66,8398,1.1537
shorty,4.66,8399,1.4654
strung,4.66,8400,1.3342
ter,4.66,8401,0.9392
theres,4.66,8402,1.239
tua,4.66,8403,1.1359
um,4.66,8404,0.9172
v,4.66,8405,1.3032
wanting,4.66,8406,1.4792
yeltsin,4.66,8407,1.0616
yur,4.66,8408,1.3342
indirect,4.65,8409,1.3927
rappin,4.65,8410,1.91
raps,4.65,8411,1.7387
stripped,4.65,8412,1.9317
tire,4.65,8413,1.4938
undone,4.65,8414,1.2341
wolves,4.65,8415,2.2781
mek,4.65,8416,0.8377
#ff,4.64,8417,1.3667
b3,4.64,8418,0.9848
crazy,4.64,8419,2.2566
dry,4.64,8420,1.2578
euch,4.64,8421,1.1911
f,4.64,8422,1.4675
freak,4.64,8423,1.9247
freaky,4.64,8424,1.9458
fucking,4.64,8425,2.926
fuera,4.64,8426,1.1563
ganz,4.64,8427,1.3211
government,4.64,8428,1.6383
heb,4.64,8429,0.9424
hv,4.64,8430,1.1386
ini,4.64,8431,1.1205
kijk,4.64,8432,1.2578
lbs,4.64,8433,1.1021
left,4.64,8434,1.4394
lust,4.64,8435,2.038
muslim,4.64,8436,1.6995
nj,4.64,8437,1.0835
po,4.64,8438,1.3056
pretend,4.64,8439,1.2739
que,4.64,8440,1.3962
slit,4.64,8441,1.5086
soviet,4.64,8442,1.3365
un,4.64,8443,0.7217
yer,4.64,8444,1.1205
compton,4.63,8445,1.4244
fragments,4.63,8446,1.5505
geht,4.63,8447,1.318
stares,4.63,8448,1.4957
stiff,4.63,8449,1.6795
wasn,4.63,8450,1.2697
zij,4.63,8451,1.4676
#mm,4.62,8452,1.4553
**municipal,4.62,8453,1.3536
@joejonas,4.62,8454,1.427
@nickjonas,4.62,8455,1.5635
altijd,4.62,8456,1.3231
bull,4.62,8457,1.3076
bureau,4.62,8458,1.2919
dick,4.62,8459,1.783
diet,4.62,8460,1.7248
gasoline,4.62,8461,1.4553
gov,4.62,8462,1.4968
governments,4.62,8463,1.701
gray,4.62,8464,1.3384
holes,4.62,8465,0.9666
holler,4.62,8466,1.427
lease,4.62,8467,1.2599
lebanon,4.62,8468,1.3536
noone,4.62,8469,1.3981
ol',4.62,8470,1.6022
out,4.62,8471,1.0476
palestinian,4.62,8472,1.6022
past,4.62,8473,1.6022
peasants,4.62,8474,1.6149
pigs,4.62,8475,2.0293
pressed,4.62,8476,1.3076
serbs,4.62,8477,1.3686
short-term,4.62,8478,1.3076
wid,4.62,8479,1.0669
year-ago,4.62,8480,1.4553
atomic,4.61,8481,1.789
daze,4.61,8482,1.4407
feds,4.61,8483,2.1967
ib,4.61,8484,1.3967
jij,4.61,8485,1.1331
inspection,4.61,8486,1.5506
dit,4.6,8487,1.2839
76th,4.6,8488,1.088
bind,4.6,8489,1.7843
bound,4.6,8490,1.3553
bruh,4.6,8491,1.1952
commercial,4.6,8492,1.6162
dar,4.6,8493,1.2122
differences,4.6,8494,1.3997
fiscal,4.6,8495,1.3553
flames,4.6,8496,1.8736
half,4.6,8497,1.0102
ik,4.6,8498,0.9476
jg,4.6,8499,1.069
later,4.6,8500,1.3553
lemme,4.6,8501,1.1249
li,4.6,8502,1.1606
little,4.6,8503,1.3401
mal,4.6,8504,1.3702
nme,4.6,8505,0.7825
nunca,4.6,8506,1.0302
obligation,4.6,8507,1.4142
pretax,4.6,8508,1.4569
q,4.6,8509,0.9689
recall,4.6,8510,2.2768
sack,4.6,8511,1.4983
shawty,4.6,8512,1.7496
sticky,4.6,8513,1.3248
tight,4.6,8514,1.2454
trigger,4.6,8515,1.9483
under,4.6,8516,1.3093
used,4.6,8517,1.4846
vs,4.6,8518,0.833
was,4.6,8519,0.8081
bark,4.59,8520,1.8475
disguise,4.59,8521,1.3832
gots,4.59,8522,1.4849
och,4.59,8523,1.0977
seldom,4.59,8524,1.5187
dir,4.58,8525,0.9416
tarde,4.58,8526,1.4267
@revrunwisdom,4.58,8527,1.3566
aan,4.58,8528,1.3415
als,4.58,8529,1.0897
although,4.58,8530,1.3262
bgt,4.58,8531,1.2469
busy,4.58,8532,1.8305
c-includes,4.58,8533,1.2792
cit,4.58,8534,1.2137
congressional,4.58,8535,1.7507
differ,4.58,8536,1.3415
emo,4.58,8537,1.3864
excuse,4.58,8538,1.5265
fighter,4.58,8539,1.6548
gtgt,4.58,8540,1.4441
gunna,4.58,8541,1.1968
hazy,4.58,8542,1.4859
hit,4.58,8543,1.808
insisted,4.58,8544,1.3415
inspector,4.58,8545,1.3107
institution,4.58,8546,1.5791
jigga,4.58,8547,1.3716
jurors,4.58,8548,1.401
kom,4.58,8549,1.2137
lls,4.58,8550,1.4299
lock,4.58,8551,1.012
police,4.58,8552,1.8526
radical,4.58,8553,1.6174
saudi,4.58,8554,1.4299
senator,4.58,8555,1.4299
stops,4.58,8556,1.2137
whatever,4.58,8557,0.9916
durch,4.57,8558,1.472
unreal,4.57,8559,1.6708
zal,4.57,8560,1.1902
dose,4.56,8561,1.5004
uit,4.56,8562,1.3824
#idothat2,4.56,8563,1.6922
-p,4.56,8564,1.2149
@jordanknight,4.56,8565,1.3118
ads,4.56,8566,1.8424
anymore,4.56,8567,1.1634
auf,4.56,8568,1.1457
blade,4.56,8569,1.6183
blues,4.56,8570,1.9811
bout,4.56,8571,1.3273
boxing,4.56,8572,1.8534
broker,4.56,8573,1.567
bust,4.56,8574,1.6433
crunk,4.56,8575,1.728
gon,4.56,8576,1.198
grey,4.56,8577,1.6433
hoe,4.56,8578,1.198
kuwait,4.56,8579,1.6801
merely,4.56,8580,1.1457
outta,4.56,8581,1.1278
queda,4.56,8582,1.1457
seh,4.56,8583,1.5005
stoned,4.56,8584,2.2054
w/o,4.56,8585,1.2961
yg,4.56,8586,1.0529
separately,4.55,8587,1.5147
uhh,4.55,8588,1.2427
gaat,4.55,8589,1.2912
appendix,4.54,8590,1.237
#epicpetwars,4.54,8591,1.1988
#formspringme,4.54,8592,1.2324
#shoutout,4.54,8593,1.7168
arbitrary,4.54,8594,1.5012
axe,4.54,8595,1.8649
beneath,4.54,8596,1.1287
bit,4.54,8597,1.1287
blocks,4.54,8598,1.4172
bom,4.54,8599,1.4598
caused,4.54,8600,0.9082
command,4.54,8601,1.5806
conn,4.54,8602,1.4316
conservative,4.54,8603,1.9505
depois,4.54,8604,1.3433
eh,4.54,8605,1.1988
er,4.54,8606,1.1104
gah,4.54,8607,1.3734
gut,4.54,8608,1.073
hw,4.54,8609,1.1817
ima,4.54,8610,1.2324
institutional,4.54,8611,1.94
iv,4.54,8612,1.6686
ludacris,4.54,8613,1.7521
narrow,4.54,8614,0.9941
oder,4.54,8615,1.2651
pending,4.54,8616,1.2651
pirate,4.54,8617,2.2058
prolly,4.54,8618,1.1988
regulation,4.54,8619,1.4598
rs,4.54,8620,1.4737
senators,4.54,8621,1.7286
sheesh,4.54,8622,1.5147
terms,4.54,8623,1.0539
twisting,4.54,8624,1.4028
urged,4.54,8625,1.2969
chains,4.53,8626,1.769
chloride,4.53,8627,1.5425
waits,4.53,8628,1.2433
6am,4.52,8629,1.6689
blew,4.52,8630,1.4741
clique,4.52,8631,1.9085
crucial,4.52,8632,1.5418
dependent,4.52,8633,1.6066
former,4.52,8634,1.432
gak,4.52,8635,1.3285
hadn,4.52,8636,1.1471
investigations,4.52,8637,1.2974
leave,4.52,8638,1.3285
muss,4.52,8639,1.0736
omfg,4.52,8640,2.0726
previously,4.52,8641,1.3285
rule,4.52,8642,1.5285
shud,4.52,8643,1.1993
small,4.52,8644,1.3589
und,4.52,8645,1.1471
utterly,4.52,8646,1.7052
weight,4.52,8647,1.555
cocked,4.51,8648,1.6971
daar,4.51,8649,1.3559
pill,4.51,8650,1.6473
@iamdiddy,4.5,8651,1.8979
ages,4.5,8652,1.4604
arab,4.5,8653,1.594
corporations,4.5,8654,1.6194
disposed,4.5,8655,1.7291
distance,4.5,8656,1.3132
dong,4.5,8657,1.3887
few,4.5,8658,0.8864
govt,4.5,8659,1.8654
nah,4.5,8660,1.1294
outst,4.5,8661,1.1473
palestinians,4.5,8662,1.1995
prob,4.5,8663,1.1112
randomly,4.5,8664,1.1294
regulatory,4.5,8665,1.488
reverse,4.5,8666,1.1112
sangre,4.5,8667,1.233
temporary,4.5,8668,1.3439
goo,4.49,8669,1.5859
couldn,4.49,8670,1.7335
army,4.48,8671,2.0126
blow,4.48,8672,1.7407
bs,4.48,8673,1.3285
despite,4.48,8674,1.3438
dunno,4.48,8675,1.2974
elections,4.48,8676,1.5285
essays,4.48,8677,1.787
grabbed,4.48,8678,1.7052
heck,4.48,8679,1.3886
hidden,4.48,8680,1.432
issue,4.48,8681,1.4032
lehman,4.48,8682,1.313
ms,4.48,8683,1.555
negroes,4.48,8684,2.0428
nuthin,4.48,8685,1.4741
snoop,4.48,8686,1.7984
y,4.48,8687,1.1648
ashes,4.47,8688,1.959
commanded,4.47,8689,1.5956
nerves,4.47,8690,1.6968
spill,4.47,8691,1.6845
craving,4.46,8692,1.4598
crowds,4.46,8693,1.8975
gats,4.46,8694,1.6686
hammer,4.46,8695,1.5414
isn't,4.46,8696,1.073
kicks,4.46,8697,1.5677
lecture,4.46,8698,1.4316
neither,4.46,8699,1.2811
ol,4.46,8700,1.3433
plastic,4.46,8701,1.2811
politics,4.46,8702,1.7637
required,4.46,8703,1.3734
rigid,4.46,8704,1.6062
rumble,4.46,8705,1.6563
scarcely,4.46,8706,1.4028
short,4.46,8707,1.1466
shorter,4.46,8708,1.1643
shy,4.46,8709,1.7404
skool,4.46,8710,1.7867
thrown,4.46,8711,1.1643
tossed,4.46,8712,1.4875
tricky,4.46,8713,1.5806
compelled,4.45,8714,1.2758
infantry,4.45,8715,2.0823
auch,4.44,8716,1.1457
bail,4.44,8717,1.7162
blank,4.44,8718,0.8369
bottom,4.44,8719,1.3273
busta,4.44,8720,1.3874
cop,4.44,8721,1.6922
correction,4.44,8722,1.3118
court's,4.44,8723,1.3273
errands,4.44,8724,1.5407
ew,4.44,8725,1.1095
gay,4.44,8726,2.1774
gaza,4.44,8727,1.3874
harder,4.44,8728,1.473
haze,4.44,8729,1.5539
liable,4.44,8730,1.7398
push,4.44,8731,1.473
rag,4.44,8732,1.2643
require,4.44,8733,1.3118
tank,4.44,8734,1.6056
triste,4.44,8735,1.5928
unusual,4.44,8736,1.4868
wat,4.44,8737,1.3118
weed,4.44,8738,2.1011
glocks,4.44,8739,1.5697
longing,4.43,8740,1.6956
removal,4.43,8741,1.472
-d,4.42,8742,1.1265
behind,4.42,8743,1.2137
below,4.42,8744,1.2137
boa,4.42,8745,1.7623
breaks,4.42,8746,1.8305
commercials,4.42,8747,1.8745
constraints,4.42,8748,1.5919
controlling,4.42,8749,2.0513
dum,4.42,8750,1.5265
emotional,4.42,8751,1.7623
hides,4.42,8752,1.1082
knocked,4.42,8753,1.1082
na,4.42,8754,0.9278
nada,4.42,8755,1.1265
niet,4.42,8756,1.3864
notwithstanding,4.42,8757,1.4441
recalled,4.42,8758,1.7154
regulations,4.42,8759,1.295
remains,4.42,8760,1.4441
republican,4.42,8761,1.9176
sem,4.42,8762,1.2304
serious,4.42,8763,1.4581
stumble,4.42,8764,1.5791
treatment,4.42,8765,1.5398
vietnam,4.42,8766,1.9804
regime,4.42,8767,1.7964
#retweetthisif,4.4,8768,1.4428
beats,4.4,8769,1.9272
brokers,4.4,8770,1.2936
controlled,4.4,8771,1.7613
cus,4.4,8772,1.3997
desert,4.4,8773,1.8295
detroit,4.4,8774,1.3553
fuk,4.4,8775,1.7728
glock,4.4,8776,1.8406
hearings,4.4,8777,1.6537
lobbying,4.4,8778,1.5908
morir,4.4,8779,1.4142
muero,4.4,8780,1.4142
nicht,4.4,8781,1.1952
opposite,4.4,8782,1.4142
shyt,4.4,8783,1.4286
tied,4.4,8784,1.3553
wouldn,4.4,8785,1.4428
dich,4.4,8786,1.1059
#haiti,4.38,8787,1.9784
3am,4.38,8788,1.2271
authorities,4.38,8789,1.1586
chills,4.38,8790,1.76
competitors,4.38,8791,1.5635
economy,4.38,8792,1.6646
effing,4.38,8793,1.3981
far,4.38,8794,1.817
frozen,4.38,8795,1.5372
mortality,4.38,8796,2.5546
plaintiff,4.38,8797,1.3981
prices,4.38,8798,1.6022
rarely,4.38,8799,1.3686
rebel,4.38,8800,1.6022
resistance,4.38,8801,1.6274
slips,4.38,8802,1.4693
tangled,4.38,8803,1.6022
acids,4.38,8804,1.9529
